Id,Texto,Label,Lenguaje
2803,"""Let's reverse the rolls! Black racist cops in rich white communities.(but you can't prove there racist) When a white man gets pissed off at this intolerable condition. We unload several clips of high caliber ammo at point blank range for his audacity at questioning authority. All Americans need to be on full alert of this elitist agenda to set presidents of questioning authority. The elitist upper-class is the problem. Prison culture CIA drug Cartels. Exporting jobs and importing cheap labor, While the elitist get bailed out and support this corrupt system. We can turn this around when we c get past the race issue the Govt. incites to divide the working class, but you can hardly call it a working class because the Govt put everyone out of work. We are more of a homeless class. Let us not for get Western history and the role big money plays in this clusterfuck designed to destroy a Nation that is Destroyed at this point. We can get it back, ask me how.""",toxic,ingles
2804,"""Go away, you joke. You're making everyone idiotic.""",toxic,ingles
2805,"""Pinches judíos son unos arrastrados wey""",hate,español
2806,"""Good clarification.""",clean,ingles
2807,"""borregos votantes""",hate,español
2808,"""Islamic Terrorist insighting hatred and violence under the disguise of an african citizen its time that american citizens realise their true enemy is islam and not black or white people""",toxic,ingles
2809,"""socialistas ladrones""",hate,español
2810,"""This made things clearer 😊""",clean,ingles
2811,"""nooo casi pero bn jugado""",clean,español
2812,"""holaaa es primera vez aqui :3""",clean,español
2813,"""All niggers should hang""",hate,ingles
2814,"""vamos por la victoria """,clean,español
2815,"""hey chat listos pa spamear""",clean,español
2816,"""rojos quemar""",hate,español
2817,"""rumanos ignorantes""",hate,español
2818,"""chido loco 💯""",clean,español
2819,"""Me cagan los Argentinos pendejos""",hate,español
2820,"""fascistas asesinos""",hate,español
2821,"""perfecto cierre 🔥""",clean,español
2822,"""Espero que vayas a llorar, patético payaso. 🙄""",toxic,español
2823,"""Esta es la cosa más basura que he visto. Deberías dejes de hablar. 💩""",toxic,español
2824,"""Vile shemales need to be euthanized""",hate,ingles
2825,"""Pinches chairos me cagan la madre puñetas""",hate,español
2826,"""españoles nación""",hate,español
2827,"""estás mal bro""",toxic,español
2828,"""Me cagan los maricas asquerosos""",hate,español
2829,"""mejor borra esto 🤦""",toxic,español
2830,"""I hate ghetto sluts ngl""",hate,ingles
2831,"""Diseased beaners are enemies of the state""",hate,ingles
2832,"""indepes locos""",hate,español
2833,"""We need to get back to basics. When these savages riot or protest use the German Shepard's. then shoot these animals...""",toxic,ingles
2834,""" Did the IDIOT reporter do the survey on the percent of blacks that are involved in the following:- Gang Activities
ShopLifting
Car Jacking
Robberies
Robberies with assault
Teenage Pregnancies""",toxic,ingles
2835,"""Brainless ragheads need to be euthanized""",hate,ingles
2836,"""Ragheads are bomb makers""",hate,ingles
2837,"""holaaa llegue tarde plis""",clean,español
2838,"""Esta es la cosa más patético que he visto. Deberías vayas a llorar. 🙄""",toxic,español
2839,"""negros esclavos""",hate,español
2840,"""Eres un completo idiota. ¿Por qué sigues publicando?""",toxic,español
2841,"""No puedo creer lo inservible que es la gente. De verdad, inservible. 🤡""",toxic,español
2842,"""Eres un morón total. Consíguete una vida.""",toxic,español
2843,"""I’m saving this for later.""",clean,ingles
2844,"""Me cagan los puercos malditos""",hate,español
2845,"""rojos bandera""",hate,español
2846,"""Eres tan inservible que das asco.""",toxic,español
2847,"""podemitas bolivarianos""",hate,español
2848,"""q buena partida rey :D""",clean,español
2849,"""comunistas asesinos""",hate,español
2850,"""Vete de aquí, fracasado. Estás poniendo a todos patético.""",toxic,español
2851,"""shoot first ask questions later hahahahahaha""",toxic,ingles
2852,"""Cierra el hocico, no sabes nada, idiota.""",toxic,español
2853,"""Me cagan los oaxacos mierderos""",hate,español
2854,"""I understand it now.""",clean,ingles
2855,"""esto es directo verdad??""",clean,español
2856,"""Diseased chinks are lower than dogs""",hate,ingles
2857,"""ese win ya casi cae 🤩""",clean,español
2858,"""Vete de aquí, asqueroso. Estás poniendo a todos ignorante. 🤡""",toxic,español
2859,"""dale confio en ti 😄""",clean,español
2860,"""Subhuman sluts are raping our women""",hate,ingles
2861,"""Calm and informative 👍""",clean,ingles
2862,"""All soyboys deserve no rights""",hate,ingles
2863,"""lmao casi""",clean,español
2864,"""clean play bro keep going""",clean,ingles
2865,"""He looks ready to cut heads off he must be a isis sympathizer and I'm going to say maybe 5% care about the issue at hand and other 95% just want to go loot stores and fuck shit up...""",toxic,ingles
2866,"""a qe hora acabara?""",clean,español
2867,"""does this start soon?? :P""",clean,ingles
2868,"""Vete de aquí, trol. Estás poniendo a todos asqueroso. 🤡""",toxic,español
2869,"""White man can't finish his sentence
America needs to wake up!!the truth of murder is there!""",toxic,ingles
2870,"""Jodidos cholos dan un chingo de asco""",hate,español
2871,"""Esta es la cosa más molesto que he visto. Deberías borres tu cuenta. 💩""",toxic,español
2872,"""Todos los gringos son unos hediondos puñetas""",hate,español
2873,"""Espero que te largues, inútil trol. 😒""",toxic,español
2874,"""vamosss cerrando con todo 🔥""",clean,español
2875,"""Disgusting ragheads are violent criminals🤬⛓️""",hate,ingles
2876,"""Qué broma más tonto. Solo eres un asqueroso. 🖕""",toxic,español
2877,"""This was useful content.""",clean,ingles
2878,"""No puedo creer lo molesto que es la gente. De verdad, molesto. 👎""",toxic,español
2879,"""qué vergüenza ajena""",toxic,español
2880,"""chat buena chidori 😎""",clean,español
2881,"""Todos los cholos son unos hediondos pinche madre""",hate,español
2882,"""I hope you stop talking, you stupid failure. 👎""",toxic,ingles
2883,"""see u next stream o/""",clean,ingles
2884,"""esto ya cuenta como W?""",clean,español
2885,"""Good explanation overall.""",clean,ingles
2886,"""kekw chat jajajaja""",clean,español
2887,"""mejor vete""",toxic,español
2888,"""ni sabes de qué hablas""",toxic,español
2889,"""nmms estas mal mal mal""",toxic,español
2890,"""Not perfect, but still good.""",clean,ingles
2891,"""bruh hahaha what""",clean,ingles
2892,"""nmms estas perdido""",toxic,español
2893,"""ur explanations r nice""",clean,ingles
2894,"""Me cagan los oaxacos hediondos""",hate,español
2895,"""come on team LETS GO""",clean,ingles
2896,"""Eres una mancha en la humanidad.""",toxic,español
2897,"""Repulsive fags are lower than dogs""",hate,ingles
2898,"""Useless retards should not exist""",hate,ingles
2899,"""Putos trans son una pinche plaga🫃""",hate,español
2900,"""Esta es la cosa más sin cerebro que he visto. Deberías aprendas algo.""",toxic,español
2901,"""no sabes ni lo q dices 😂""",toxic,español
2902,"""Pinches fifis quítenles el internet están de la verga""",hate,español
2903,"""Todos los chairos son unos hediondos hijos de la chingada""",hate,español
2904,"""Eres tan feo que asustas a los niños.""",toxic,español
2905,"""dale hermano, tu puedes""",clean,español
2906,"""estás bien perdido""",toxic,español
2907,"""Pinches gringos chinguen a su madre puñetas""",hate,español
2908,"""needed this after work""",clean,ingles
2909,"""xd xd that was funny""",clean,ingles
2910,"""aprende algo""",toxic,español
2911,"""jajaja se salio de control""",clean,español
2912,"""q osooo, borra eso pls 🫠""",toxic,español
2913,"""W merecida neta 💯""",clean,español
2914,"""Savage blacks are dangerous""",hate,ingles
2915,"""ace genial amigo 😎""",clean,español
2916,"""wenas men listo pa disfrutar""",clean,español
2917,"""Qué broma más molesto. Solo eres un chiste.""",toxic,español
2918,"""q comentario tan pobre""",toxic,español
2919,"""africanos hambre""",hate,español
2920,"""Kikes spread diseases""",hate,ingles
2921,"""YESSS thats huge""",clean,ingles
2922,"""a qe hora dices adios?""",clean,español
2923,"""nmms todo mal otra vez""",toxic,español
2924,"""I hate mental muslims deadass🤬""",hate,ingles
2925,"""This was simple and clear.""",clean,ingles
2926,"""kekw momento historico 🤣""",clean,español
2927,"""holaaaa chat ya andamos aqui""",clean,español
2928,"""Me cagan los fifis nacos""",hate,español
2929,"""Quítate de mi vista, rata asquerosa.""",toxic,español
2930,"""Shut up and go cry about it. You have no idea what you're talking about. 🤡""",toxic,ingles
2931,"""lol lol chat loco""",clean,español
2932,"""Me cagan los putos rastreros""",hate,español
2933,"""Pinches sidosos váyanse a la verga wey""",hate,español
2934,"""Eres un completo sin cerebro. ¿Por qué sigues publicando? 🤡""",toxic,español
2935,"""Perverted faggots stay away from children""",hate,ingles
2936,"""Asquerosos venecos son delincuentes""",hate,español
2937,"""Clear and help.""",clean,ingles
2938,"""otra vez comentando puras babosadas jajaja""",toxic,español
2939,"""bien bn hecho crack""",clean,español
2940,"""a qe hora el sorteo?""",clean,español
2941,"""Eres la peor clase de ser humano imaginable.""",toxic,español
2942,"""indepes golpistas""",hate,español
2943,"""Disgusting chinks are lower than dogs""",hate,ingles
2944,"""que huevada de comentario """,toxic,español
2945,"""Filthy beaners are perverted pedophiles""",hate,ingles
2946,"""Eres un completo sin cerebro. ¿Por qué sigues existiendo?""",toxic,español
2947,"""Vuelve bajo tu piedra, bicho raro.""",toxic,español
2948,"""otro menso opinando""",toxic,español
2949,"""nos vemos mañana sii 🥳""",clean,español
2950,"""q comentario tan asqueroso 🤮""",toxic,español
2951,"""You're so pathetic, it's almost funny.""",toxic,ingles
2952,"""todo limpio y bonito 👌""",clean,español
2953,"""Stop posting your disgusting opinions here. Nobody cares. 🤡""",toxic,ingles
2954,"""Brainless sluts are parasitic scum""",hate,ingles
2955,"""otra estupidez como tu""",toxic,español
2956,"""Bassem Masri is a criminal, a thug and a psychopath. He has no credibility, and no humanity. He needs to be locked in a jail cell. Time for the rubber-room and straight-jacket for Bassem. Get his intellectually dishonest butt out of the community. """,toxic,ingles
2957,"""ni escribir sabes""",toxic,español
2958,"""hola wey como estas hoy?""",clean,español
2959,"""Pinches jotos regresen a su cerro""",hate,español
2960,"""Sure...they totally looked at FACTUAL evidence during that trial...

More like special treatment. BUT HEY, we all knew that was going to happen, didn't we?""",toxic,ingles
2961,"""All muslims worship satan""",hate,ingles
2962,"""I like how you explain stuff.""",clean,ingles
2963,"""VAMOSSS chat apoyando!! 👏""",clean,español
2964,"""No puedo creer lo sin cerebro que es la gente. De verdad, sin cerebro.""",toxic,español
2965,"""JAJAJAJA épico fail 🤭""",clean,español
2966,"""I appreciate the details.""",clean,ingles
2967,"""inmigrantes ladrones""",hate,español
2968,"""Qué broma más asqueroso. Solo eres un payaso.""",toxic,español
2969,"""deja de respirar mejor""",toxic,español
2970,"""Eres la persona más inútil que he conocido.""",toxic,español
2971,"""Pinches peruanos nos roban el aire no valen verga""",hate,español
2972,"""hope u stream again soon 🙌""",clean,ingles
2973,"""Wow, an a-hole that makes a CNN interviewer seem reasonable and balanced....""",toxic,ingles
2974,"""esta super entretenido 👍""",clean,español
2975,"""q comentario tan malito""",toxic,español
2976,"""animo crack ya mero lo consigues """,clean,español
2977,"""ur build is OP""",clean,ingles
2978,"""okupas violentos""",hate,español
2979,"""q pena contigo""",toxic,español
2980,"""JAJAJA como termino XD""",clean,español
2981,"""Me cagan los Argentinos jodidos""",hate,español
2982,"""Stop posting your pathetic opinions here. Nobody cares. 🤬""",toxic,ingles
2983,"""Ayy CNN are lookin like pussies """,toxic,ingles
2984,"""All feminazis are toxic""",hate,ingles
2985,"""Why are you so worthless? It's pathetic. 🤡""",toxic,ingles
2986,"""animo maestro se logra 😄""",clean,español
2987,"""All wetbacks are ruining our economy""",hate,ingles
